malagasy,english,french,alpha_range,url
ampianaro,,,-,https://tenymalagasy.org/bins/teny2/ampianaro
ampianianana,,,-,https://tenymalagasy.org/bins/teny2/ampianianana
ampianianina,,,-,https://tenymalagasy.org/bins/teny2/ampianianina
ampianja,,lever la tête (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampianja
ampianjo,,baigner (qu'on fait se),-,https://tenymalagasy.org/bins/teny2/ampianjo
ampiantany,,,-,https://tenymalagasy.org/bins/teny2/ampiantany
ampiantany tsivikinindahy,,,-,https://tenymalagasy.org/bins/teny2/ampiantanytsivikinindahy
ampiantsa,,chanter (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampiantsa
ampiarahaba,,"féliciter (qu'on fait),saluer (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampiarahaba
ampiarahana,,,-,https://tenymalagasy.org/bins/teny2/ampiarahana
ampiarahina,,ensemble (qu'on met; qu'on fait aller),-,https://tenymalagasy.org/bins/teny2/ampiarahina
ampiaraho,,,-,https://tenymalagasy.org/bins/teny2/ampiaraho
ampiarake,,"bouvier,ci-joint,suit (ce qui)",-,https://tenymalagasy.org/bins/teny2/ampiarake
ampiarenana,,,-,https://tenymalagasy.org/bins/teny2/ampiarenana
ampiasa,,utilise (qu'on),-,https://tenymalagasy.org/bins/teny2/ampiasa
ampiasaina,,,-,https://tenymalagasy.org/bins/teny2/ampiasaina
ampiasana,,,-,https://tenymalagasy.org/bins/teny2/ampiasana
ampiava,,sarcler (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampiava
ampiavahana,,,-,https://tenymalagasy.org/bins/teny2/ampiavahana
ampibabe,,porter sur le dos (qu’on fait),-,https://tenymalagasy.org/bins/teny2/ampibabe
ampibango,,"admirer (qu'on fait),coiffer (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampibango
ampibaoña,,,-,https://tenymalagasy.org/bins/teny2/ampibaona
ampibitabitahana,,,-,https://tenymalagasy.org/bins/teny2/ampibitabitahana
ampidangire,,bander (qu’on fait),-,https://tenymalagasy.org/bins/teny2/ampidangire
ampideka,,travers (qu' on met de),-,https://tenymalagasy.org/bins/teny2/ampideka
ampidera,,louer (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampidera
ampideraina,,,-,https://tenymalagasy.org/bins/teny2/ampideraina
ampiderana,,,-,https://tenymalagasy.org/bins/teny2/ampiderana
ampidina,,,-,https://tenymalagasy.org/bins/teny2/ampidina
ampidinina,,"descendre,raccourcir",-,https://tenymalagasy.org/bins/teny2/ampidinina
ampidino,,,-,https://tenymalagasy.org/bins/teny2/ampidino
ampidirana,,,-,https://tenymalagasy.org/bins/teny2/ampidirana
ampidirina,,,-,https://tenymalagasy.org/bins/teny2/ampidirina
ampidiro,,,-,https://tenymalagasy.org/bins/teny2/ampidiro
ampielezana,,,-,https://tenymalagasy.org/bins/teny2/ampielezana
ampiera,,"permet (qu'on),satisfait (qu'on)",-,https://tenymalagasy.org/bins/teny2/ampiera
ampieritreretana,,,-,https://tenymalagasy.org/bins/teny2/ampieritreretana
ampifalie,,interdit (qu'on),-,https://tenymalagasy.org/bins/teny2/ampifalie
ampifama,,uriner (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampifama
ampifamadihana,,,-,https://tenymalagasy.org/bins/teny2/ampifamadihana
ampifamadiho,,,-,https://tenymalagasy.org/bins/teny2/ampifamadiho
ampifampidirina,,,-,https://tenymalagasy.org/bins/teny2/ampifampidirina
ampifampikasohina,,,-,https://tenymalagasy.org/bins/teny2/ampifampikasohina
ampifana,,soigne (qu'on),-,https://tenymalagasy.org/bins/teny2/ampifana
ampifanaikena,,,-,https://tenymalagasy.org/bins/teny2/ampifanaikena
ampifanakaikezina,,,-,https://tenymalagasy.org/bins/teny2/ampifanakaikezina
ampifanakaikezo,,,-,https://tenymalagasy.org/bins/teny2/ampifanakaikezo
ampifanakalozana,,,-,https://tenymalagasy.org/bins/teny2/ampifanakalozana
ampifanakalozina,,,-,https://tenymalagasy.org/bins/teny2/ampifanakalozina
ampifanakekezina,,,-,https://tenymalagasy.org/bins/teny2/ampifanakekezina
ampifanambalie,,,-,https://tenymalagasy.org/bins/teny2/ampifanambalie
ampifandanjaina,,,-,https://tenymalagasy.org/bins/teny2/ampifandanjaina
ampifanekena,,,-,https://tenymalagasy.org/bins/teny2/ampifanekena
ampifangaroina,,"mélange (qu'on),mêle (qu'on),pêle-mêle (qu'on met)",-,https://tenymalagasy.org/bins/teny2/ampifangaroina
ampifangaroy,,,-,https://tenymalagasy.org/bins/teny2/ampifangaroy
ampifangitra,,,-,https://tenymalagasy.org/bins/teny2/ampifangitra
ampifanoloina,,,-,https://tenymalagasy.org/bins/teny2/ampifanoloina
ampifanta,,jurer (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampifanta
ampifilafilaina,,,-,https://tenymalagasy.org/bins/teny2/ampifilafilaina
ampifilafilana,,,-,https://tenymalagasy.org/bins/teny2/ampifilafilana
ampifilafilao,,,-,https://tenymalagasy.org/bins/teny2/ampifilafilao
ampifina,,,-,https://tenymalagasy.org/bins/teny2/ampifina
ampifinja,,"déménager (qu'on fait),déplacer (qu'on fait se)",-,https://tenymalagasy.org/bins/teny2/ampifinja
ampifio,,,-,https://tenymalagasy.org/bins/teny2/ampifio
ampifona,,pardon (à),-,https://tenymalagasy.org/bins/teny2/ampifona
ampifosa,,"critiquer en chuchotant (qu'on fait),médire (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampifosa
ampify,,,-,https://tenymalagasy.org/bins/teny2/ampify
ampigaja,,"fait mettre aux fers,qu' on emprisonne",-,https://tenymalagasy.org/bins/teny2/ampigaja
ampigantra,,fusil (un),-,https://tenymalagasy.org/bins/teny2/ampigantra
ampihafina,,"mortifier (à),pâtir (qu'on fait),supporter (à qui on fait)",-,https://tenymalagasy.org/bins/teny2/ampihafina
ampihafio,,,-,https://tenymalagasy.org/bins/teny2/ampihafio
ampihaingoana,,,-,https://tenymalagasy.org/bins/teny2/ampihaingoana
ampihaingoy,,,-,https://tenymalagasy.org/bins/teny2/ampihaingoy
ampihandronana,,,-,https://tenymalagasy.org/bins/teny2/ampihandronana
ampihanta,,"gâte (qu'on),indulgent (envers qui on est)",-,https://tenymalagasy.org/bins/teny2/ampihanta
ampihantaina,"indulged,spoiled",gâté,-,https://tenymalagasy.org/bins/teny2/ampihantaina
ampihantana,,,-,https://tenymalagasy.org/bins/teny2/ampihantana
ampihantao,,,-,https://tenymalagasy.org/bins/teny2/ampihantao
ampihantonana,,,-,https://tenymalagasy.org/bins/teny2/ampihantonana
ampiharana,,,-,https://tenymalagasy.org/bins/teny2/ampiharana
ampihare,,"élever (qu'on fait),entretenir (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampihare
ampiharihario,,,-,https://tenymalagasy.org/bins/teny2/ampiharihario
ampihariharìna,,,-,https://tenymalagasy.org/bins/teny2/ampihariharina
ampiharina,,,-,https://tenymalagasy.org/bins/teny2/ampiharina
ampihavanana,,,-,https://tenymalagasy.org/bins/teny2/ampihavanana
ampihavanina,,,-,https://tenymalagasy.org/bins/teny2/ampihavanina
ampihaviana,,,-,https://tenymalagasy.org/bins/teny2/ampihaviana
ampihaza,,"chasser (qu'on fait),pêcher (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampihaza
ampihañahaña,,ouvrir (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampihanahana
ampihena,,"diminuer (qu'on fait),raccourcir (qu'on fait),réduire (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampihena
ampihibohana,,,-,https://tenymalagasy.org/bins/teny2/ampihibohana
ampihibohy,,,-,https://tenymalagasy.org/bins/teny2/ampihibohy
ampihilanana,,,-,https://tenymalagasy.org/bins/teny2/ampihilanana
ampihilano,,,-,https://tenymalagasy.org/bins/teny2/ampihilano
ampihimamba,monopoly (a),monopole (un),-,https://tenymalagasy.org/bins/teny2/ampihimamba
ampihira,,chanter (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampihira
ampihivohana,,,-,https://tenymalagasy.org/bins/teny2/ampihivohana
ampihivohy,,,-,https://tenymalagasy.org/bins/teny2/ampihivohy
ampihomehy,,bouffon royal,-,https://tenymalagasy.org/bins/teny2/ampihomehy
ampihota,,"mâcher (qu'on fait),mastiquer (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampihota
ampijabo,,manger (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampijabo
ampijaliana,,,-,https://tenymalagasy.org/bins/teny2/ampijaliana
ampijalina,"suffer (to be made to),tortured (to be)","souffrir (qu'on fait),torture (qu'on)",-,https://tenymalagasy.org/bins/teny2/ampijalina
ampijanonana,,,-,https://tenymalagasy.org/bins/teny2/ampijanonana
ampijanonina,,,-,https://tenymalagasy.org/bins/teny2/ampijanonina
ampijoroina,,,-,https://tenymalagasy.org/bins/teny2/ampijoroina
ampikajy,,,-,https://tenymalagasy.org/bins/teny2/ampikajy
ampikara,,"chercher (qu'on fait),soigner (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampikara
ampikenda,,qu' on fait étrangler,-,https://tenymalagasy.org/bins/teny2/ampikenda
ampikenje,,viser (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampikenje
ampiketry,,,-,https://tenymalagasy.org/bins/teny2/ampiketry
ampikiraro,,chausser (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampikiraro
ampikome,,"peigner (qu'on fait),peigner (se)",-,https://tenymalagasy.org/bins/teny2/ampikome
ampila,,"chercher (qu'on fait),demander (qu'on fait),rechercher (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampila
ampilafilana,,,-,https://tenymalagasy.org/bins/teny2/ampilafilana
ampilafilao,,,-,https://tenymalagasy.org/bins/teny2/ampilafilao
ampilahazo,,,-,https://tenymalagasy.org/bins/teny2/ampilahazo
ampilamalamà,,,-,https://tenymalagasy.org/bins/teny2/ampilamalama
ampilanja,,porter sur l'épaule (qu'on fait),-,https://tenymalagasy.org/bins/teny2/ampilanja
ampilazaina,,,-,https://tenymalagasy.org/bins/teny2/ampilazaina
ampilazao,,,-,https://tenymalagasy.org/bins/teny2/ampilazao
ampilela,,,-,https://tenymalagasy.org/bins/teny2/ampilela
ampilelalela,,"criailler (qu' on fait),flamber (qu' on fait)",-,https://tenymalagasy.org/bins/teny2/ampilelalela
ampilelavarika,,,-,https://tenymalagasy.org/bins/teny2/ampilelavarika
ampilele,,"accoupler (s'),amour (faire l'),baiser (qu' on fait),copuler",-,https://tenymalagasy.org/bins/teny2/ampilele
ampimakarina,,"monter (qu'on fait),venir (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampimakarina
ampimakaro,,,-,https://tenymalagasy.org/bins/teny2/ampimakaro
ampimakary,,,-,https://tenymalagasy.org/bins/teny2/ampimakary
ampimbana,south,sud,-,https://tenymalagasy.org/bins/teny2/ampimbana
ampimbato,,,-,https://tenymalagasy.org/bins/teny2/ampimbato
ampimenemene,,plaindre (qu' on fait se),-,https://tenymalagasy.org/bins/teny2/ampimenemene
ampina,,barrage,-,https://tenymalagasy.org/bins/teny2/ampina
ampinama,,"accompagner (qu' on fait),arrange (qu' on),unir (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampinama
ampindramana,,,-,https://tenymalagasy.org/bins/teny2/ampindramana
ampindramina,,,-,https://tenymalagasy.org/bins/teny2/ampindramina
ampindramo,,,-,https://tenymalagasy.org/bins/teny2/ampindramo
ampindy,,,-,https://tenymalagasy.org/bins/teny2/ampindy
ampinga,"buckler (a),shield (a)","bouclier (un),rondelle (une)",-,https://tenymalagasy.org/bins/teny2/ampinga
ampinga grower,,,-,https://tenymalagasy.org/bins/teny2/ampingagrower
ampinga kopaka,,,-,https://tenymalagasy.org/bins/teny2/ampingakopaka
ampingaharatra,"flintlock gun (a),gun (a)","fusil (un),silex (un)",-,https://tenymalagasy.org/bins/teny2/ampingaharatra
ampingaloha,,"guerrier intrépide (un),ose (qui),prêt à tout",-,https://tenymalagasy.org/bins/teny2/ampingaloha
ampingan-drindramby,,rondelle,-,https://tenymalagasy.org/bins/teny2/ampingandrindramby
ampingarabolamena,,,-,https://tenymalagasy.org/bins/teny2/ampingarabolamena
ampingaratra,gun (a),fusil (un),-,https://tenymalagasy.org/bins/teny2/ampingaratra
ampingaratra,,,-,https://tenymalagasy.org/bins/teny2/ampingaratra
ampingaratse,,,-,https://tenymalagasy.org/bins/teny2/ampingaratse
ampingaratsy,,,-,https://tenymalagasy.org/bins/teny2/ampingaratsy
ampingavava,"loquacious,plausible",,-,https://tenymalagasy.org/bins/teny2/ampingavava
ampinjy,,,-,https://tenymalagasy.org/bins/teny2/ampinjy
ampinono,,allaite (qu' on),-,https://tenymalagasy.org/bins/teny2/ampinono
ampinonoana,,,-,https://tenymalagasy.org/bins/teny2/ampinonoana
ampinonoina,,,-,https://tenymalagasy.org/bins/teny2/ampinonoina
ampintoakabe,,,-,https://tenymalagasy.org/bins/teny2/ampintoakabe
ampintoso,,,-,https://tenymalagasy.org/bins/teny2/ampintoso
ampiny,,,-,https://tenymalagasy.org/bins/teny2/ampiny
ampio,,,-,https://tenymalagasy.org/bins/teny2/ampio
ampiodaha,,,-,https://tenymalagasy.org/bins/teny2/ampiodaha
ampiohafana,,,-,https://tenymalagasy.org/bins/teny2/ampiohafana
ampiohafy,,,-,https://tenymalagasy.org/bins/teny2/ampiohafy
ampiola,,,-,https://tenymalagasy.org/bins/teny2/ampiola
ampiononina,comforted,"calmé,consolé",-,https://tenymalagasy.org/bins/teny2/ampiononina
ampiononoana,,,-,https://tenymalagasy.org/bins/teny2/ampiononoana
ampiova,,"changer (qu' on fait se),remplacer (qu'on fait),transformer (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampiova
ampipanga,,criquet,-,https://tenymalagasy.org/bins/teny2/ampipanga
ampipetsake,,"dépose (qu' on),place (qu' on)",-,https://tenymalagasy.org/bins/teny2/ampipetsake
ampipika,,,-,https://tenymalagasy.org/bins/teny2/ampipika
ampipoze,,"décore (qu' on),orne (qu' on)",-,https://tenymalagasy.org/bins/teny2/ampipoze
ampirada,,pendiller (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampirada
ampiradorado,,"pendiller (qu' on fait),suspendre (qu'on fait),traîner (qu'on fait)",-,https://tenymalagasy.org/bins/teny2/ampiradorado
ampirafesana,,,-,https://tenymalagasy.org/bins/teny2/ampirafesana
ampirafesina,,,-,https://tenymalagasy.org/bins/teny2/ampirafesina
ampirafeso,,,-,https://tenymalagasy.org/bins/teny2/ampirafeso
ampirahalahe,,relation de frère à frère (être en),-,https://tenymalagasy.org/bins/teny2/ampirahalahe
ampirahavave,,"épouses de deux frères,relation de cousines (être en),soeurs",-,https://tenymalagasy.org/bins/teny2/ampirahavave
ampiraisina,,,-,https://tenymalagasy.org/bins/teny2/ampiraisina
ampiranga,,hisse (qu' on),-,https://tenymalagasy.org/bins/teny2/ampiranga
ampirangatra,,,-,https://tenymalagasy.org/bins/teny2/ampirangatra
ampiraparapa,,précipiter (qu' on fait se),-,https://tenymalagasy.org/bins/teny2/ampiraparapa
ampiravahana,,empan (un),-,https://tenymalagasy.org/bins/teny2/ampiravahana
ampirefarefa,,traîner (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampirefarefa
ampirehaka,,,-,https://tenymalagasy.org/bins/teny2/ampirehaka
ampirehetana,,,-,https://tenymalagasy.org/bins/teny2/ampirehetana
ampireheto,,,-,https://tenymalagasy.org/bins/teny2/ampireheto
ampiresahina,,,-,https://tenymalagasy.org/bins/teny2/ampiresahina
ampiriatina,,,-,https://tenymalagasy.org/bins/teny2/ampiriatina
ampirimana,,,-,https://tenymalagasy.org/bins/teny2/ampirimana
ampirimina,arranged,range,-,https://tenymalagasy.org/bins/teny2/ampirimina
ampirimo,,,-,https://tenymalagasy.org/bins/teny2/ampirimo
ampirin-drano,,bord de l'eau (au),-,https://tenymalagasy.org/bins/teny2/ampirindrano
ampirina,,"arrangement,disposition,ordre",-,https://tenymalagasy.org/bins/teny2/ampirina
ampirinana,,,-,https://tenymalagasy.org/bins/teny2/ampirinana
ampirinina,,,-,https://tenymalagasy.org/bins/teny2/ampirinina
ampirino,,,-,https://tenymalagasy.org/bins/teny2/ampirino
ampirisahana,,,-,https://tenymalagasy.org/bins/teny2/ampirisahana
ampirisihina,,,-,https://tenymalagasy.org/bins/teny2/ampirisihina
ampirivanana,,,-,https://tenymalagasy.org/bins/teny2/ampirivanana
ampirivanina,,,-,https://tenymalagasy.org/bins/teny2/ampirivanina
ampirivano,,,-,https://tenymalagasy.org/bins/teny2/ampirivano
ampiroboroboina,,,-,https://tenymalagasy.org/bins/teny2/ampiroboroboina
ampiroda,,"accrocher (qu' on fait),suspendre (qu' on fait)",-,https://tenymalagasy.org/bins/teny2/ampiroda
ampisa,,,-,https://tenymalagasy.org/bins/teny2/ampisa
ampisabadida,,"désordre (qu'on fait mettre en),embrouiller (qu' on fait)",-,https://tenymalagasy.org/bins/teny2/ampisabadida
ampisafe,,,-,https://tenymalagasy.org/bins/teny2/ampisafe
ampisafy,,,-,https://tenymalagasy.org/bins/teny2/ampisafy
ampisamborana,,,-,https://tenymalagasy.org/bins/teny2/ampisamborana
ampisamborina,,,-,https://tenymalagasy.org/bins/teny2/ampisamborina
ampisambory,,,-,https://tenymalagasy.org/bins/teny2/ampisambory
ampisany,,,-,https://tenymalagasy.org/bins/teny2/ampisany
ampisarahana,,,-,https://tenymalagasy.org/bins/teny2/ampisarahana
ampisarahina,,,-,https://tenymalagasy.org/bins/teny2/ampisarahina
ampisasa,,laver (qu' on fait se),-,https://tenymalagasy.org/bins/teny2/ampisasa
ampisava,,"chercher (qu' on fait),diminuer (qu' on fait),dissiper  (qu' on fait se),fouiller (qu' on fait),perquisitionner (qu' on fait)",-,https://tenymalagasy.org/bins/teny2/ampisava
ampisavo,,"caresser (qu'on fait se),couvrir de boue (qu'on fait se),enduire (qu' on fait s'),frictionner (qu'on fait se),graisser (qu'on fait se),masser (qu'on fait se),oindre (qu'on fait s'),polir (qu'on fait se),savonner (qu'on fait se)",-,https://tenymalagasy.org/bins/teny2/ampisavo
ampisañasaña,,ouvrir en grand (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampisanasana
ampisehoana,,,-,https://tenymalagasy.org/bins/teny2/ampisehoana
ampisenge,,louer (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampisenge
ampisere,,forcer (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampisere
ampisiana,,,-,https://tenymalagasy.org/bins/teny2/ampisiana
ampisikidy,,devin,-,https://tenymalagasy.org/bins/teny2/ampisikidy
ampisindambo,,,-,https://tenymalagasy.org/bins/teny2/ampisindambo
ampisombiña,,,-,https://tenymalagasy.org/bins/teny2/ampisombina
ampisomonga,,"amuser (qu'on fait s'),jouer (qu' on fait),plaisanter (qu' on fait)",-,https://tenymalagasy.org/bins/teny2/ampisomonga
ampisompatra,,"ennemi,mal (celui qui veut du)",-,https://tenymalagasy.org/bins/teny2/ampisompatra
ampisongo,also,aussi,-,https://tenymalagasy.org/bins/teny2/ampisongo
ampisonje,,lier d' amitié (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampisonje
ampisoronana,east,est,-,https://tenymalagasy.org/bins/teny2/ampisoronana
ampisotroina,,,-,https://tenymalagasy.org/bins/teny2/ampisotroina
ampisy,,,-,https://tenymalagasy.org/bins/teny2/ampisy
ampita,,,-,https://tenymalagasy.org/bins/teny2/ampita
ampitaha,,médecin,-,https://tenymalagasy.org/bins/teny2/ampitaha
ampitaha-,,,-,https://tenymalagasy.org/bins/teny2/ampitaha
ampitahaina,compared,comparé,-,https://tenymalagasy.org/bins/teny2/ampitahaina
ampitahana,,,-,https://tenymalagasy.org/bins/teny2/ampitahana
ampitahao,,,-,https://tenymalagasy.org/bins/teny2/ampitahao
ampitahorana,,,-,https://tenymalagasy.org/bins/teny2/ampitahorana
ampitahorina,,,-,https://tenymalagasy.org/bins/teny2/ampitahorina
ampitaina,,,-,https://tenymalagasy.org/bins/teny2/ampitaina
ampitaka,,,-,https://tenymalagasy.org/bins/teny2/ampitaka
ampitamaeñe,,,-,https://tenymalagasy.org/bins/teny2/ampitamaene
ampitambelo,,,-,https://tenymalagasy.org/bins/teny2/ampitambelo
ampitanta,,mâcher (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampitanta
ampitantara,,raconter (qu' on fait),-,https://tenymalagasy.org/bins/teny2/ampitantara
ampitapatapa,,"empressement (qu' on fait avec),précipitation (qu' on fait avec)",-,https://tenymalagasy.org/bins/teny2/ampitapatapa
ampitenenina,,,-,https://tenymalagasy.org/bins/teny2/ampitenenina
ampiteno,,,-,https://tenymalagasy.org/bins/teny2/ampiteno
ampiteza,,"éduquer (qu' on fait),élever (qu'on fait),occuper de (qu'on fait s')",-,https://tenymalagasy.org/bins/teny2/ampiteza
ampitika,,,-,https://tenymalagasy.org/bins/teny2/ampitika
ampitikely,,,-,https://tenymalagasy.org/bins/teny2/ampitikely
ampitimpaha,,,-,https://tenymalagasy.org/bins/teny2/ampitimpaha
ampitoerana,,,-,https://tenymalagasy.org/bins/teny2/ampitoerana
ampitoero,,,-,https://tenymalagasy.org/bins/teny2/ampitoero
ampitokava,,,-,https://tenymalagasy.org/bins/teny2/ampitokava
ampitoky,,,-,https://tenymalagasy.org/bins/teny2/ampitoky
ampitomboana,,,-,https://tenymalagasy.org/bins/teny2/ampitomboana
ampitomboina,"increased (to be),multiplied (to be)","augmente (qu'on),multiplicande (un),multiplie (qu'on)",-,https://tenymalagasy.org/bins/teny2/ampitomboina
ampitomboy,,,-,https://tenymalagasy.org/bins/teny2/ampitomboy
ampitondraina,,,-,https://tenymalagasy.org/bins/teny2/ampitondraina
ampitorisihina,,,-,https://tenymalagasy.org/bins/teny2/ampitorisihina
ampitoviana,,,-,https://tenymalagasy.org/bins/teny2/ampitoviana
ampitovina,"compared,equal","comparé,égal",-,https://tenymalagasy.org/bins/teny2/ampitovina
ampitovo,,,-,https://tenymalagasy.org/bins/teny2/ampitovo
ampitra,"prop,support",,-,https://tenymalagasy.org/bins/teny2/ampitra
ampitrosena,,prête (à qui on),-,https://tenymalagasy.org/bins/teny2/ampitrosena
ampitsaha,,,-,https://tenymalagasy.org/bins/teny2/ampitsaha
ampitsangàna,,,-,https://tenymalagasy.org/bins/teny2/ampitsangana
ampitsikabaratra,,,-,https://tenymalagasy.org/bins/teny2/ampitsikabaratra
ampitsikahitra,,,-,https://tenymalagasy.org/bins/teny2/ampitsikahitra
ampitso,"morrow (the),tomorrow","demain,lendemain (le)",-,https://tenymalagasy.org/bins/teny2/ampitso
ampitso ampitso,,,-,https://tenymalagasy.org/bins/teny2/ampitsoampitso
ampitso lava,,,-,https://tenymalagasy.org/bins/teny2/ampitsolava
ampitsondro,,,-,https://tenymalagasy.org/bins/teny2/ampitsondro
ampitzere,,,-,https://tenymalagasy.org/bins/teny2/ampitzere
ampivalan-drano,,,-,https://tenymalagasy.org/bins/teny2/ampivalandrano
ampivalanana,,,-,https://tenymalagasy.org/bins/teny2/ampivalanana
ampivalaña,,,-,https://tenymalagasy.org/bins/teny2/ampivalana
ampivarotina,,,-,https://tenymalagasy.org/bins/teny2/ampivarotina
ampivatsy,,circonciseur,-,https://tenymalagasy.org/bins/teny2/ampivatsy
ampivavahina,,,-,https://tenymalagasy.org/bins/teny2/ampivavahina
ampive,,,-,https://tenymalagasy.org/bins/teny2/ampive
ampivelomana,,,-,https://tenymalagasy.org/bins/teny2/ampivelomana
ampivelomina,,,-,https://tenymalagasy.org/bins/teny2/ampivelomina
ampiveza,port,bâbord,-,https://tenymalagasy.org/bins/teny2/ampiveza
ampividianana,,,-,https://tenymalagasy.org/bins/teny2/ampividianana
ampividiano,,,-,https://tenymalagasy.org/bins/teny2/ampividiano
ampiviky,,,-,https://tenymalagasy.org/bins/teny2/ampiviky
ampivola,,,-,https://tenymalagasy.org/bins/teny2/ampivola
ampiza,,,-,https://tenymalagasy.org/bins/teny2/ampiza
ampizafy,,,-,https://tenymalagasy.org/bins/teny2/ampizafy
ampizaka,,,-,https://tenymalagasy.org/bins/teny2/ampizaka
ampizavatra,,,-,https://tenymalagasy.org/bins/teny2/ampizavatra
ampi~ana,,,-,https://tenymalagasy.org/bins/teny2/ampiana
ampi~ina,,,-,https://tenymalagasy.org/bins/teny2/ampiina
ampi~na,,,-,https://tenymalagasy.org/bins/teny2/ampina
ampiña,,,-,https://tenymalagasy.org/bins/teny2/ampina
ampo,"heart (in the),inside of,mind (in the)","coeur (dans son),fort intérieur (dans son)",-,https://tenymalagasy.org/bins/teny2/ampo
ampoasa,,,-,https://tenymalagasy.org/bins/teny2/ampoasa
ampoasa,,,-,https://tenymalagasy.org/bins/teny2/ampoasa
ampoasaina,,,-,https://tenymalagasy.org/bins/teny2/ampoasaina
ampoasana,,,-,https://tenymalagasy.org/bins/teny2/ampoasana
ampoasao,,,-,https://tenymalagasy.org/bins/teny2/ampoasao
ampoasay,,,-,https://tenymalagasy.org/bins/teny2/ampoasay
ampodiana,,,-,https://tenymalagasy.org/bins/teny2/ampodiana
ampodifitoravina,,,-,https://tenymalagasy.org/bins/teny2/ampodifitoravina
ampodihasasatry,,,-,https://tenymalagasy.org/bins/teny2/ampodihasasatry
ampodimadinika,,,-,https://tenymalagasy.org/bins/teny2/ampodimadinika
ampodina,,,-,https://tenymalagasy.org/bins/teny2/ampodina
ampodio,,,-,https://tenymalagasy.org/bins/teny2/ampodio
ampodivary,,,-,https://tenymalagasy.org/bins/teny2/ampodivary
ampodivato,,,-,https://tenymalagasy.org/bins/teny2/ampodivato
ampody,,,-,https://tenymalagasy.org/bins/teny2/ampody
ampoelanana,,,-,https://tenymalagasy.org/bins/teny2/ampoelanana
ampoena,,,-,https://tenymalagasy.org/bins/teny2/ampoena
ampofo,,giron (un),-,https://tenymalagasy.org/bins/teny2/ampofo
ampofoina,nursed,,-,https://tenymalagasy.org/bins/teny2/ampofoina
ampofoy,,,-,https://tenymalagasy.org/bins/teny2/ampofoy
ampohana,,,-,https://tenymalagasy.org/bins/teny2/ampohana
ampohiny,,,-,https://tenymalagasy.org/bins/teny2/ampohiny
ampohy,,largeur,-,https://tenymalagasy.org/bins/teny2/ampohy
ampoizina,"anticipated,expected",,-,https://tenymalagasy.org/bins/teny2/ampoizina
ampoizo,,,-,https://tenymalagasy.org/bins/teny2/ampoizo
ampoka,"soaked,wet",saturé,-,https://tenymalagasy.org/bins/teny2/ampoka
ampokoe,,,-,https://tenymalagasy.org/bins/teny2/ampokoe
ampokony,,,-,https://tenymalagasy.org/bins/teny2/ampokony
ampokose,,,-,https://tenymalagasy.org/bins/teny2/ampokose
ampoky,,,-,https://tenymalagasy.org/bins/teny2/ampoky
ampola,,ampoule,-,https://tenymalagasy.org/bins/teny2/ampola
ampola,,,-,https://tenymalagasy.org/bins/teny2/ampola
ampoliandrano,,,-,https://tenymalagasy.org/bins/teny2/ampoliandrano
ampolibe,,,-,https://tenymalagasy.org/bins/teny2/ampolibe
ampolifotsy,,,-,https://tenymalagasy.org/bins/teny2/ampolifotsy
ampolikely,,,-,https://tenymalagasy.org/bins/teny2/ampolikely
ampolilahy,,,-,https://tenymalagasy.org/bins/teny2/ampolilahy
ampolimadinika,,,-,https://tenymalagasy.org/bins/teny2/ampolimadinika
ampolindrano,,,-,https://tenymalagasy.org/bins/teny2/ampolindrano
ampolio,,,-,https://tenymalagasy.org/bins/teny2/ampolio
ampolo,,dizaine,-,https://tenymalagasy.org/bins/teny2/ampolo
